track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,duration_min,danceability_category,energy_category,valence_category,popularity_category,duration_categorys,year,category,nominee,artist,winner
6Vc5wAMmXdKIAM7WUoEb7N,A Great Big World;Christina Aguilera,Is There Anybody Out There?,Say Something,74,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,acoustic,3.82,Media,Baja,Negativa,Popularidad Alta,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
5TvE3pk05pyFIGdSY9j4DJ,A Great Big World;Christina Aguilera,Is There Anybody Out There? - Track by Track Commentary,Say Something,70,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,acoustic,3.82,Media,Baja,Negativa,Popularidad Alta,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
78TKtlSLWK8pZAKKW3MyQL,A Great Big World;Christina Aguilera,Say Something,Say Something,58,229400,False,0.453,0.146,2,-8.976,1,0.0343,0.867,3.49e-06,0.0945,0.0915,137.905,3,acoustic,3.82,Media,Baja,Negativa,Popularidad Media,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
7xLhousIHDxoGgeJNhO4Ye,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,Say Something,57,233266,False,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,3,acoustic,3.89,Media,Baja,Negativa,Popularidad Media,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
6kRZfOZSuoi0Htg6gROKDz,A Great Big World,流星花園音樂專輯,Say Something,40,229573,False,0.456,0.101,2,-11.75,1,0.038,0.876,1.74e-06,0.0776,0.155,139.896,3,acoustic,3.83,Media,Baja,Negativa,Popularidad Media,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
2fPb58e6f8KxejYDCaARwS,A Great Big World,Is There Anybody Out There?,Say Something,57,233266,False,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,3,acoustic,3.89,Media,Baja,Negativa,Popularidad Media,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
1K5eqtrzScac7Kgk43VcHS,Ten City,"THAT WAS THEN, THIS IS NOW",Say Something,7,255866,False,0.78,0.732,10,-10.069,0,0.0673,0.00184,0.000208,0.15,0.706,118.349,4,chicago-house,4.26,Alta,Alta,Positiva,Popularidad Baja,Mucha_Duración,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
6Vc5wAMmXdKIAM7WUoEb7N,A Great Big World;Christina Aguilera,Is There Anybody Out There?,Say Something,74,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,piano,3.82,Media,Baja,Negativa,Popularidad Alta,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
5TvE3pk05pyFIGdSY9j4DJ,A Great Big World;Christina Aguilera,Is There Anybody Out There? - Track by Track Commentary,Say Something,70,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,piano,3.82,Media,Baja,Negativa,Popularidad Alta,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
7xLhousIHDxoGgeJNhO4Ye,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,Say Something,57,233266,False,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,3,piano,3.89,Media,Baja,Negativa,Popularidad Media,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
78TKtlSLWK8pZAKKW3MyQL,A Great Big World;Christina Aguilera,Say Something,Say Something,58,229400,False,0.453,0.146,2,-8.976,1,0.0343,0.867,3.49e-06,0.0945,0.0915,137.905,3,piano,3.82,Media,Baja,Negativa,Popularidad Media,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
6kRZfOZSuoi0Htg6gROKDz,A Great Big World,流星花園音樂專輯,Say Something,40,229573,False,0.456,0.101,2,-11.75,1,0.038,0.876,1.74e-06,0.0776,0.155,139.896,3,piano,3.83,Media,Baja,Negativa,Popularidad Media,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
2fPb58e6f8KxejYDCaARwS,A Great Big World,Is There Anybody Out There?,Say Something,57,233266,False,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,3,piano,3.89,Media,Baja,Negativa,Popularidad Media,Duración_Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,1
0IktbUcnAGrvD03AWnz3Q8,Jason Mraz;Colbie Caillat,We Sing. We Dance. We Steal Things.,Lucky,74,189613,False,0.625,0.414,0,-8.7,1,0.0369,0.294,0.0,0.151,0.669,130.088,4,acoustic,3.16,Media,Media,Neutral,Popularidad Alta,Duración_Media,2009,Best Pop Collaboration With Vocals,Lucky,Jason Mraz & Colbie Caillat,1
2qLMf6TuEC3ruGJg4SMMN6,Jason Mraz;Colbie Caillat,We Sing. We Dance. We Steal Things.,Lucky,68,189613,False,0.625,0.414,0,-8.7,1,0.0369,0.294,0.0,0.151,0.669,130.088,4,acoustic,3.16,Media,Media,Neutral,Popularidad Alta,Duración_Media,2009,Best Pop Collaboration With Vocals,Lucky,Jason Mraz & Colbie Caillat,1
4BaEOfLHGeP9gw5ToeiY7a,Glee Cast,"Glee: The Music, Volume 4",Lucky,49,187560,False,0.632,0.468,0,-8.089,1,0.0412,0.541,0.0,0.165,0.669,130.052,4,club,3.13,Media,Media,Neutral,Popularidad Media,Duración_Media,2009,Best Pop Collaboration With Vocals,Lucky,Jason Mraz & Colbie Caillat,1
2zIT6D1Li5HgHajsq1iXLc,Jubël;Noa Kirel,Happy Pop Vibes,Lucky,0,142038,False,0.746,0.738,1,-6.35,0,0.0354,0.0899,6.25e-05,0.103,0.803,120.079,4,swedish,2.37,Alta,Alta,Positiva,Popularidad Baja,Poca_Duración,2009,Best Pop Collaboration With Vocals,Lucky,Jason Mraz & Colbie Caillat,1
4ptDJbJl35d7gQfeNteBwp,Dan Berk,Solo,Solo,52,198712,False,0.489,0.314,7,-9.245,0,0.0331,0.749,0.0,0.113,0.607,124.234,4,acoustic,3.31,Media,Media,Neutral,Popularidad Media,Duración_Media,2001,Best Rock Gospel Album,Solo,dc Talk,1
4ptDJbJl35d7gQfeNteBwp,Dan Berk,Solo,Solo,52,198712,False,0.489,0.314,7,-9.245,0,0.0331,0.749,0.0,0.113,0.607,124.234,4,chill,3.31,Media,Media,Neutral,Popularidad Media,Duración_Media,2001,Best Rock Gospel Album,Solo,dc Talk,1
1V32d35b2hRkXJYbNQy07q,Clean Bandit;Demi Lovato,Tropical Vibes,Solo,5,222706,False,0.74,0.622,11,-4.601,0,0.0446,0.0357,4.61e-05,0.356,0.557,104.968,4,edm,3.71,Alta,Media,Neutral,Popularidad Baja,Duración_Media,2001,Best Rock Gospel Album,Solo,dc Talk,1
1V32d35b2hRkXJYbNQy07q,Clean Bandit;Demi Lovato,Tropical Vibes,Solo,5,222706,False,0.74,0.622,11,-4.601,0,0.0446,0.0357,4.61e-05,0.356,0.557,104.968,4,funk,3.71,Alta,Media,Neutral,Popularidad Baja,Duración_Media,2001,Best Rock Gospel Album,Solo,dc Talk,1
1V32d35b2hRkXJYbNQy07q,Clean Bandit;Demi Lovato,Tropical Vibes,Solo,5,222706,False,0.74,0.622,11,-4.601,0,0.0446,0.0357,4.61e-05,0.356,0.557,104.968,4,house,3.71,Alta,Media,Neutral,Popularidad Baja,Duración_Media,2001,Best Rock Gospel Album,Solo,dc Talk,1
3aJSJAzqPfTGX05wAXGFxS,Christian Löffler,Solo,Solo,45,293701,False,0.579,0.706,1,-14.097,0,0.0377,0.107,0.9,0.0927,0.0501,122.02,4,minimal-techno,4.9,Media,Alta,Negativa,Popularidad Media,Mucha_Duración,2001,Best Rock Gospel Album,Solo,dc Talk,1
2pZRak1fj2ePI4NpmC3llP,Luis Enrique,Oro Salsero,Solo,29,281720,False,0.463,0.622,0,-10.493,1,0.0345,0.38,4.52e-05,0.0545,0.904,168.104,4,salsa,4.7,Media,Media,Positiva,Popularidad Baja,Mucha_Duración,2001,Best Rock Gospel Album,Solo,dc Talk,1
35xSkNIXi504fcEwz9USRB,Frank Ocean,Blonde,Solo,69,257380,True,0.469,0.289,5,-10.625,0,0.0366,0.85,2.48e-06,0.161,0.258,133.805,4,soul,4.29,Media,Baja,Negativa,Popularidad Alta,Mucha_Duración,2001,Best Rock Gospel Album,Solo,dc Talk,1
4oa14QBfWRDfJy2agySy0L,Sara Bareilles,Little Voice,Gravity,67,232760,False,0.27,0.275,0,-10.357,1,0.0356,0.834,0.0,0.146,0.231,168.964,4,acoustic,3.88,Baja,Baja,Negativa,Popularidad Alta,Duración_Media,2012,Best Gospel Album,Gravity,Lecrae,1
4oa14QBfWRDfJy2agySy0L,Sara Bareilles,Little Voice,Gravity,67,232760,False,0.27,0.275,0,-10.357,1,0.0356,0.834,0.0,0.146,0.231,168.964,4,acoustic,3.88,Baja,Baja,Negativa,Popularidad Alta,Duración_Media,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
3wBzbRG2OnmKl9jYyR6umu,The Infamous Stringdusters,Laws Of Gravity,Gravity,34,221640,False,0.462,0.613,7,-8.153,1,0.0271,0.213,0.0927,0.189,0.327,137.7,4,bluegrass,3.69,Media,Media,Neutral,Popularidad Media,Duración_Media,2012,Best Gospel Album,Gravity,Lecrae,1
3wBzbRG2OnmKl9jYyR6umu,The Infamous Stringdusters,Laws Of Gravity,Gravity,34,221640,False,0.462,0.613,7,-8.153,1,0.0271,0.213,0.0927,0.189,0.327,137.7,4,bluegrass,3.69,Media,Media,Neutral,Popularidad Media,Duración_Media,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
2mFea4DOhY3iShay4BQ0se,Steven Price,Gravity (Original Motion Picture Soundtrack),Gravity,49,275320,False,0.117,0.256,8,-15.356,0,0.042,0.176,0.979,0.199,0.0579,92.671,4,british,4.59,Baja,Baja,Negativa,Popularidad Media,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
2mFea4DOhY3iShay4BQ0se,Steven Price,Gravity (Original Motion Picture Soundtrack),Gravity,49,275320,False,0.117,0.256,8,-15.356,0,0.042,0.176,0.979,0.199,0.0579,92.671,4,british,4.59,Baja,Baja,Negativa,Popularidad Media,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
0oixvwgoGm4wV8go7pK2zJ,The Him;Georgie Keller,Gravity,Gravity,59,150000,False,0.586,0.868,0,-3.833,0,0.117,0.296,9.52e-06,0.119,0.792,123.839,4,deep-house,2.5,Media,Alta,Positiva,Popularidad Media,Poca_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
0oixvwgoGm4wV8go7pK2zJ,The Him;Georgie Keller,Gravity,Gravity,59,150000,False,0.586,0.868,0,-3.833,0,0.117,0.296,9.52e-06,0.119,0.792,123.839,4,deep-house,2.5,Media,Alta,Positiva,Popularidad Media,Poca_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
5DhcUBjJbFk2crXo2CgiKO,Monkey Safari;Delhia De France,Love Will Set U Free,Gravity,48,329670,False,0.77,0.693,5,-8.934,0,0.0412,0.0987,0.742,0.121,0.461,125.011,4,deep-house,5.49,Alta,Media,Neutral,Popularidad Media,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
5DhcUBjJbFk2crXo2CgiKO,Monkey Safari;Delhia De France,Love Will Set U Free,Gravity,48,329670,False,0.77,0.693,5,-8.934,0,0.0412,0.0987,0.742,0.121,0.461,125.011,4,deep-house,5.49,Alta,Media,Neutral,Popularidad Media,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
5tcZPB2Cyj3FdB5nQW2Gog,Metrik,Ex Machina,Gravity,48,270339,False,0.405,0.917,5,-3.03,1,0.0357,0.000173,0.115,0.132,0.194,174.045,4,drum-and-bass,4.51,Media,Alta,Negativa,Popularidad Media,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
5tcZPB2Cyj3FdB5nQW2Gog,Metrik,Ex Machina,Gravity,48,270339,False,0.405,0.917,5,-3.03,1,0.0357,0.000173,0.115,0.132,0.194,174.045,4,drum-and-bass,4.51,Media,Alta,Negativa,Popularidad Media,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
3DEOsCKFcseZtobrpOH2J7,Metrik,Gravity,Gravity,46,270339,False,0.405,0.917,5,-3.03,1,0.0357,0.000173,0.115,0.132,0.194,174.045,4,drum-and-bass,4.51,Media,Alta,Negativa,Popularidad Media,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
3DEOsCKFcseZtobrpOH2J7,Metrik,Gravity,Gravity,46,270339,False,0.405,0.917,5,-3.03,1,0.0357,0.000173,0.115,0.132,0.194,174.045,4,drum-and-bass,4.51,Media,Alta,Negativa,Popularidad Media,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
5qCpcgqwL1Hum85sAQz3W7,SLANDER;Subtronics;JT Roach,Gravity,Gravity,55,364800,False,0.631,0.862,2,-3.642,0,0.0999,0.153,0.00109,0.107,0.39,149.939,4,dub,6.08,Media,Alta,Neutral,Popularidad Media,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
5qCpcgqwL1Hum85sAQz3W7,SLANDER;Subtronics;JT Roach,Gravity,Gravity,55,364800,False,0.631,0.862,2,-3.642,0,0.0999,0.153,0.00109,0.107,0.39,149.939,4,dub,6.08,Media,Alta,Neutral,Popularidad Media,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
5qCpcgqwL1Hum85sAQz3W7,SLANDER;Subtronics;JT Roach,Gravity,Gravity,55,364800,False,0.631,0.862,2,-3.642,0,0.0999,0.153,0.00109,0.107,0.39,149.939,4,dubstep,6.08,Media,Alta,Neutral,Popularidad Media,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
5qCpcgqwL1Hum85sAQz3W7,SLANDER;Subtronics;JT Roach,Gravity,Gravity,55,364800,False,0.631,0.862,2,-3.642,0,0.0999,0.153,0.00109,0.107,0.39,149.939,4,dubstep,6.08,Media,Alta,Neutral,Popularidad Media,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
1eV81a6H4xDdpi8r2C4tQT,Boris Brejcha;Laura Korinth,Gravity,Gravity,64,216000,False,0.783,0.616,7,-11.131,1,0.0691,0.00149,0.769,0.117,0.0734,125.023,4,german,3.6,Alta,Media,Negativa,Popularidad Alta,Duración_Media,2012,Best Gospel Album,Gravity,Lecrae,1
1eV81a6H4xDdpi8r2C4tQT,Boris Brejcha;Laura Korinth,Gravity,Gravity,64,216000,False,0.783,0.616,7,-11.131,1,0.0691,0.00149,0.769,0.117,0.0734,125.023,4,german,3.6,Alta,Media,Negativa,Popularidad Alta,Duración_Media,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
7elWHQx6ONpP4sENVU5c97,Ben Lukas Boysen,Gravity (Special Edition),Gravity,11,377590,False,0.172,0.0701,8,-15.747,0,0.046,0.834,0.95,0.136,0.0505,119.596,4,idm,6.29,Baja,Baja,Negativa,Popularidad Baja,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
7elWHQx6ONpP4sENVU5c97,Ben Lukas Boysen,Gravity (Special Edition),Gravity,11,377590,False,0.172,0.0701,8,-15.747,0,0.046,0.834,0.95,0.136,0.0505,119.596,4,idm,6.29,Baja,Baja,Negativa,Popularidad Baja,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
5tcZPB2Cyj3FdB5nQW2Gog,Metrik,Ex Machina,Gravity,48,270339,False,0.405,0.917,5,-3.03,1,0.0357,0.000173,0.115,0.132,0.194,174.045,4,j-dance,4.51,Media,Alta,Negativa,Popularidad Media,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
5tcZPB2Cyj3FdB5nQW2Gog,Metrik,Ex Machina,Gravity,48,270339,False,0.405,0.917,5,-3.03,1,0.0357,0.000173,0.115,0.132,0.194,174.045,4,j-dance,4.51,Media,Alta,Negativa,Popularidad Media,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
0xSqHQ5wv80hNkpU50vPc7,Anthony Lazaro,Strangers in Disguise,Gravity,51,149285,False,0.442,0.14,10,-18.628,1,0.0594,0.922,0.000531,0.129,0.314,60.307,4,j-pop,2.49,Media,Baja,Neutral,Popularidad Media,Poca_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
0xSqHQ5wv80hNkpU50vPc7,Anthony Lazaro,Strangers in Disguise,Gravity,51,149285,False,0.442,0.14,10,-18.628,1,0.0594,0.922,0.000531,0.129,0.314,60.307,4,j-pop,2.49,Media,Baja,Neutral,Popularidad Media,Poca_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
0xSqHQ5wv80hNkpU50vPc7,Anthony Lazaro,Strangers in Disguise,Gravity,51,149285,False,0.442,0.14,10,-18.628,1,0.0594,0.922,0.000531,0.129,0.314,60.307,4,jazz,2.49,Media,Baja,Neutral,Popularidad Media,Poca_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
0xSqHQ5wv80hNkpU50vPc7,Anthony Lazaro,Strangers in Disguise,Gravity,51,149285,False,0.442,0.14,10,-18.628,1,0.0594,0.922,0.000531,0.129,0.314,60.307,4,jazz,2.49,Media,Baja,Neutral,Popularidad Media,Poca_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
1s1G7P7dp7M5v8Jo4ZikMT,Holding Absence,Gravity,Gravity,55,262432,False,0.389,0.92,1,-6.02,0,0.0847,0.00077,1.15e-06,0.277,0.246,172.053,4,metalcore,4.37,Media,Alta,Negativa,Popularidad Media,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
1s1G7P7dp7M5v8Jo4ZikMT,Holding Absence,Gravity,Gravity,55,262432,False,0.389,0.92,1,-6.02,0,0.0847,0.00077,1.15e-06,0.277,0.246,172.053,4,metalcore,4.37,Media,Alta,Negativa,Popularidad Media,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
1eV81a6H4xDdpi8r2C4tQT,Boris Brejcha;Laura Korinth,Gravity,Gravity,64,216000,False,0.783,0.616,7,-11.131,1,0.0691,0.00149,0.769,0.117,0.0734,125.023,4,minimal-techno,3.6,Alta,Media,Negativa,Popularidad Alta,Duración_Media,2012,Best Gospel Album,Gravity,Lecrae,1
1eV81a6H4xDdpi8r2C4tQT,Boris Brejcha;Laura Korinth,Gravity,Gravity,64,216000,False,0.783,0.616,7,-11.131,1,0.0691,0.00149,0.769,0.117,0.0734,125.023,4,minimal-techno,3.6,Alta,Media,Negativa,Popularidad Alta,Duración_Media,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
2arir9Fflyqh00LWlOxaym,Boris Brejcha;Laura Korinth,Space Diver,Gravity,45,564480,False,0.8,0.62,7,-10.447,1,0.0749,0.000153,0.724,0.108,0.121,125.004,4,minimal-techno,9.41,Alta,Media,Negativa,Popularidad Media,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
2arir9Fflyqh00LWlOxaym,Boris Brejcha;Laura Korinth,Space Diver,Gravity,45,564480,False,0.8,0.62,7,-10.447,1,0.0749,0.000153,0.724,0.108,0.121,125.004,4,minimal-techno,9.41,Alta,Media,Negativa,Popularidad Media,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
3SktMqZmo3M9zbB7oKMIF7,John Mayer,Continuum,Gravity,72,245826,False,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,3,singer-songwriter,4.1,Alta,Media,Negativa,Popularidad Alta,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
3SktMqZmo3M9zbB7oKMIF7,John Mayer,Continuum,Gravity,72,245826,False,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,3,singer-songwriter,4.1,Alta,Media,Negativa,Popularidad Alta,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
3SktMqZmo3M9zbB7oKMIF7,John Mayer,Continuum,Gravity,72,245826,False,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,3,songwriter,4.1,Alta,Media,Negativa,Popularidad Alta,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
3SktMqZmo3M9zbB7oKMIF7,John Mayer,Continuum,Gravity,72,245826,False,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,3,songwriter,4.1,Alta,Media,Negativa,Popularidad Alta,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
1eV81a6H4xDdpi8r2C4tQT,Boris Brejcha;Laura Korinth,Gravity,Gravity,63,216000,False,0.783,0.616,7,-11.131,1,0.0691,0.00149,0.769,0.117,0.0734,125.023,4,techno,3.6,Alta,Media,Negativa,Popularidad Alta,Duración_Media,2012,Best Gospel Album,Gravity,Lecrae,1
1eV81a6H4xDdpi8r2C4tQT,Boris Brejcha;Laura Korinth,Gravity,Gravity,63,216000,False,0.783,0.616,7,-11.131,1,0.0691,0.00149,0.769,0.117,0.0734,125.023,4,techno,3.6,Alta,Media,Negativa,Popularidad Alta,Duración_Media,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
2arir9Fflyqh00LWlOxaym,Boris Brejcha;Laura Korinth,Space Diver,Gravity,44,564480,False,0.8,0.62,7,-10.447,1,0.0749,0.000153,0.724,0.108,0.121,125.004,4,techno,9.41,Alta,Media,Negativa,Popularidad Media,Mucha_Duración,2012,Best Gospel Album,Gravity,Lecrae,1
2arir9Fflyqh00LWlOxaym,Boris Brejcha;Laura Korinth,Space Diver,Gravity,44,564480,False,0.8,0.62,7,-10.447,1,0.0749,0.000153,0.724,0.108,0.121,125.004,4,techno,9.41,Alta,Media,Negativa,Popularidad Media,Mucha_Duración,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
3QMAcZ4WHnBXymXRzvbSht,Hooverphonic,The Best of Hooverphonic,Gravity,18,186493,False,0.473,0.574,4,-4.026,0,0.0263,0.17,0.0,0.127,0.329,137.898,4,trip-hop,3.11,Media,Media,Neutral,Popularidad Baja,Duración_Media,2012,Best Gospel Album,Gravity,Lecrae,1
3QMAcZ4WHnBXymXRzvbSht,Hooverphonic,The Best of Hooverphonic,Gravity,18,186493,False,0.473,0.574,4,-4.026,0,0.0263,0.17,0.0,0.127,0.329,137.898,4,trip-hop,3.11,Media,Media,Neutral,Popularidad Baja,Duración_Media,2008,Best Solo Rock Vocal Performance,Gravity,John Mayer,1
2E9viCx0hJKNKNThd2MdGQ,Bailey Jehl,You're Still The One,You're Still The One,56,177500,False,0.607,0.473,2,-8.555,1,0.034,0.712,0.0,0.66,0.54,119.698,4,acoustic,2.96,Media,Media,Neutral,Popularidad Media,Poca_Duración,1998,Best Female Country Vocal Performance,You're Still The One,Shania Twain,1
2E9viCx0hJKNKNThd2MdGQ,Bailey Jehl,You're Still The One,You're Still The One,56,177500,False,0.607,0.473,2,-8.555,1,0.034,0.712,0.0,0.66,0.54,119.698,4,acoustic,2.96,Media,Media,Neutral,Popularidad Media,Poca_Duración,1998,Best Country Song,You're Still The One,,1
2E9viCx0hJKNKNThd2MdGQ,Bailey Jehl,You're Still The One,You're Still The One,56,177500,False,0.607,0.473,2,-8.555,1,0.034,0.712,0.0,0.66,0.54,119.698,4,chill,2.96,Media,Media,Neutral,Popularidad Media,Poca_Duración,1998,Best Female Country Vocal Performance,You're Still The One,Shania Twain,1
2E9viCx0hJKNKNThd2MdGQ,Bailey Jehl,You're Still The One,You're Still The One,56,177500,False,0.607,0.473,2,-8.555,1,0.034,0.712,0.0,0.66,0.54,119.698,4,chill,2.96,Media,Media,Neutral,Popularidad Media,Poca_Duración,1998,Best Country Song,You're Still The One,,1
6eWeTcpAu5F68IQf2xWTU3,Shania Twain,Los Clásicos del Pop 90s,You're Still The One,3,212560,False,0.558,0.54,3,-7.2,1,0.0305,0.501,0.0,0.252,0.654,133.774,4,country,3.54,Media,Media,Neutral,Popularidad Baja,Duración_Media,1998,Best Female Country Vocal Performance,You're Still The One,Shania Twain,1
6eWeTcpAu5F68IQf2xWTU3,Shania Twain,Los Clásicos del Pop 90s,You're Still The One,3,212560,False,0.558,0.54,3,-7.2,1,0.0305,0.501,0.0,0.252,0.654,133.774,4,country,3.54,Media,Media,Neutral,Popularidad Baja,Duración_Media,1998,Best Country Song,You're Still The One,,1
0Qi2JkCpl4VrTVC6UqxSGX,Shania Twain,Coffee Break,You're Still The One,0,212560,False,0.558,0.54,3,-7.2,1,0.0305,0.501,0.0,0.252,0.654,133.774,4,country,3.54,Media,Media,Neutral,Popularidad Baja,Duración_Media,1998,Best Female Country Vocal Performance,You're Still The One,Shania Twain,1
0Qi2JkCpl4VrTVC6UqxSGX,Shania Twain,Coffee Break,You're Still The One,0,212560,False,0.558,0.54,3,-7.2,1,0.0305,0.501,0.0,0.252,0.654,133.774,4,country,3.54,Media,Media,Neutral,Popularidad Baja,Duración_Media,1998,Best Country Song,You're Still The One,,1
7jkbE3Gxpqp58m4bn5FWu7,Shania Twain,90's Music Grandi Successi,You're Still The One,0,212560,False,0.558,0.54,3,-7.2,1,0.0305,0.501,0.0,0.252,0.654,133.774,4,country,3.54,Media,Media,Neutral,Popularidad Baja,Duración_Media,1998,Best Female Country Vocal Performance,You're Still The One,Shania Twain,1
7jkbE3Gxpqp58m4bn5FWu7,Shania Twain,90's Music Grandi Successi,You're Still The One,0,212560,False,0.558,0.54,3,-7.2,1,0.0305,0.501,0.0,0.252,0.654,133.774,4,country,3.54,Media,Media,Neutral,Popularidad Baja,Duración_Media,1998,Best Country Song,You're Still The One,,1
1wb4P4F0sxAQ2KXrRvsx6n,Shania Twain,Come On Over,You're Still The One,78,212200,False,0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,4,country,3.54,Media,Media,Neutral,Popularidad Alta,Duración_Media,1998,Best Female Country Vocal Performance,You're Still The One,Shania Twain,1
1wb4P4F0sxAQ2KXrRvsx6n,Shania Twain,Come On Over,You're Still The One,78,212200,False,0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,4,country,3.54,Media,Media,Neutral,Popularidad Alta,Duración_Media,1998,Best Country Song,You're Still The One,,1
6R6ux6KaKrhAg2EIB2krdU,Parachute,Wide Awake,Without You,61,228933,False,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,4,acoustic,3.82,Media,Alta,Neutral,Popularidad Alta,Duración_Media,1972,"Best Pop Vocal Performance, Male",Without You,Harry Nilsson,1
1SesKQRY9HNlqbOtCGYWMa,Salty Snacks,Without You,Without You,38,179236,False,0.551,0.161,7,-13.903,1,0.0331,0.954,0.000925,0.116,0.356,129.786,4,acoustic,2.99,Media,Baja,Neutral,Popularidad Media,Poca_Duración,1972,"Best Pop Vocal Performance, Male",Without You,Harry Nilsson,1
